Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
он хотел, чтобы я импортировал сырье (importare materie prime);Lui voleva che io importassi materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
она думала, что ты будешь импортировать сырье (importare materie prime);Lei pensava che tu importassi materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
я надеялся, что он будет импортировать сырье (importare materie prime);Io speravo che lui importasse materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
мы верили, что она будет импортировать сырье (importare materie prime);Noi credevamo che lei importasse materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
они хотели, чтобы мы импортировали сырье (importare materie prime);Loro volevano che noi importassimo materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
я боялся, что вы будете импортировать сырье (importare materie prime);Io temevo che voi importaste materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
он думал, что они будут импортировать сырье (importare materie prime);Lui pensava che loro importassero materie prime.;importare;Congiuntivo Imperfetto;regular_are;440
он думает, что я уже импортировал сырье (importare materie prime);Lui pensa che io abbia importato materie prime.;importare;Congiuntivo Passato;regular_are;440
она верит, что ты уже импортировал сырье (importare materie prime);Lei crede che tu abbia importato materie prime.;importare;Congiuntivo Passato;regular_are;440
я надеюсь, что он уже импортировал сырье (importare materie prime);Io spero che lui abbia importato materie prime.;importare;Congiuntivo Passato;regular_are;440
мы сомневаемся, что она уже импортировала сырье (importare materie prime);Noi dubitiamo che lei abbia importato materie prime.;importare;Congiuntivo Passato;regular_are;440
они думают, что мы уже импортировали сырье (importare materie prime);Loro pensano che noi abbiamo importato materie prime.;importare;Congiuntivo Passato;regular_are;440
я верю, что вы уже импортировали сырье (importare materie prime);Io credo che voi abbiate importato materie prime.;importare;Congiuntivo Passato;regular_are;440
он предполагает, что они уже импортировали сырье (importare materie prime);Lui suppone che loro abbiano importato materie prime.;importare;Congiuntivo Passato;regular_are;440
я импортирую товары (importare merci);Io importo merci.;importare;Presente;regular_are;440
ты импортируешь товары (importare merci);Tu importi merci.;importare;Presente;regular_are;440
он импортирует товары (importare merci);Lui importa merci.;importare;Presente;regular_are;440
она импортирует товары (importare merci);Lei importa merci.;importare;Presente;regular_are;440
мы импортируем товары (importare merci);Noi importiamo merci.;importare;Presente;regular_are;440
вы импортируете товары (importare merci);Voi importate merci.;importare;Presente;regular_are;440
