rank	original	lemma	POS
11688	scriverlo	scrivere lo	VERB
11692	chiamera	chiamerare	NOUN
11693	newton	newton	NOUN
11695	camelot	camelot	ADJ
11697	potervi	potere vi	VERB
11701	schiaffi	schiaffa	NOUN
11704	marcy	Marcy	NOUN
11706	cochrane	cochrane	NOUN
11707	selfridge	selfridgo	ADJ
11711	equivoco	equivoco	ADJ
11713	perbacco	perbacco	ADJ
11716	rae	rae	VERB
11717	pagarti	pagare ti	VERB
11722	fae	fae	NOUN
11725	fanny	fanny	NOUN
11726	incontrerai	incontreraare	VERB
11728	giretto	gireggere	NOUN
11729	volle	volle	VERB
11734	potercela	potercela	NOUN
11735	vasta	vasto	ADJ
11738	spegnilo	spegnilo	ADJ
11746	nadine	nadine	ADJ
11751	spiegherò	spiegherare	VERB
11753	chester	chestere	NOUN
11758	torri	torrie	NOUN
11763	stargli	starge li	VERB
11764	porci	pore ci	VERB
11765	offrirmi	offrire mi	VERB
11767	leila	Leila	NOUN
11768	blaine	blaine	NOUN
11770	bistecche	bistecca	NOUN
11776	dwayne	dwayne	ADJ
11779	hyung	Hyung	NOUN
11780	venderlo	vendere lo	VERB
11781	sanders	sanders	NOUN
11782	ridammelo	ridammeloo	VERB
11786	scoprirò	scoprie rò	VERB
11788	delia	delia	NOUN
11794	gelati	gelato	NOUN
11795	buffy	buffy	NOUN
11797	perdermi	perdere mi	VERB
11798	rimarro	rimarro	ADJ
11801	fighetta	fighettare	ADJ
11803	blur	blur	NOUN
11806	vestirti	vestire ti	VERB
11807	buttarmi	buttare mi	VERB
11810	fermeremo	fermere	VERB
11811	fermatelo	fermatelo	VERB
11813	norvegia	norvegia	NOUN
11814	prevedibile	prevedibile	ADJ
11815	winter	winter	NOUN
11817	troietta	troiettare	NOUN
11820	sentir	sentir	VERB
11821	affezionato	affezionare	ADJ
11822	andresti	andresti	NOUN
11824	gratuito	gratuito	ADJ
11826	mariana	mariano	ADJ
11827	seanma	seanme	NOUN
11829	classifica	classificare	NOUN
11831	dividerci	dividere ci	VERB
11832	berretto	Berretto	NOUN
11833	off	off	ADJ
11841	perkins	perkins	NOUN
11844	ramon	ramon	NOUN
11847	spararti	sparare ti	VERB
11850	chiamarli	chiamare li	VERB
11854	liberarci	liberare ci	VERB
11857	wong	Wong	NOUN
11860	cioccolatini	cioccolatino	NOUN
11862	altoparlante	altoparlante	ADJ
11863	guardali	guardale	ADJ
11865	suicidarsi	suicidare si	VERB
11871	sottufficiale	sottufficiale	ADJ
11877	esclusivamente	esclusivamente	ADV
11878	andrews	andree ws	VERB
11879	rocco	rocco	NOUN
11880	phillips	phillips	NOUN
11881	sedativo	sedativo	ADJ
11882	fregarmi	fregare mi	VERB
11888	dovermi	dovere mi	VERB
11890	difensiva	difensivo	ADJ
11891	finiro	finiro	VERB
11893	distratta	distraggere	VERB
11899	ricardo	ricardo	ADJ
11905	allie	allio	NOUN
11906	riusciresti	riusciresti	VERB
11908	colleen	colleen	NOUN
11913	prepotente	prepotente	ADJ
11914	scelga	scelere	VERB
11918	sentivi	sentivo	NOUN
11921	consegni	consegno	NOUN
11923	alleluia	alleluia	NOUN
11929	navale	navale	ADJ
11931	bethany	Bethany	VERB
11932	liquidi	liquido	NOUN
11933	scioccante	scioccante	ADJ
11944	frontale	frontale	ADJ
11945	kirsten	kirsten	ADJ
11951	toccherà	tocchare	VERB
11959	sherry	sherry	NOUN
11961	verra'	verra	NOUN
11962	asiatico	asiatico	ADJ
11963	venirci	venire ci	VERB
11966	parziale	parziale	ADJ
11970	stressata	stressato	ADJ
11974	conducente	conducente	ADJ
11980	rilassato	rilassato	ADJ
11983	fateli	fatee li	VERB
11984	calcagna	calcagnare	NOUN
11986	trattenermi	trattenere mi	VERB
11987	scesi	scedere	VERB
11990	pressi	pressi	NOUN
11994	ecstasy	ecstasy	NOUN
11996	portateli	portateli	VERB
11998	bicchierino	bicchierinare	VERB
11999	controllarmi	controllare mi	VERB
12002	abed	abed	VERB
12010	isubs	isubs	VERB
12011	drama	drama	NOUN
12021	raven	raven	NOUN
12022	resistente	resistente	ADJ
12024	totò	totò	ADJ
12025	gate	gate	NOUN
12026	movies	movies	NOUN
12029	edmund	edmunde	NOUN
12033	zane	zano	NOUN
12039	disperso	disperso	VERB
12040	said	said	ADJ
12043	diverto	diverto	VERB
12045	felicemente	felicemente	ADV
12047	prepararci	preparare ci	VERB
12053	provalo	provalo	VERB
12054	scapolo	scapolo	ADJ
12067	colombia	Colombia	NOUN
12069	haskell	Haskell	NOUN
12072	food	food	NOUN
12074	umido	umido	ADJ
12076	melinda	Melinda	NOUN
12080	guastafeste	guastafesta	ADV
12083	staresti	starestio	NOUN
12085	bass	bass	NOUN
12086	regalino	regalinare	NOUN
12094	significativo	significativo	ADJ
12096	sofisticato	sofisticato	ADJ
12097	cash	cash	NOUN
12099	indifferente	indifferente	ADJ
12102	residenti	residente	ADJ
12103	tornai	tornai	VERB
12105	universitario	universitario	ADJ
12107	datevi	datevi	VERB
12109	dopodiché	dopodiché	ADV
12111	asma	asma	ADJ
12118	camilla	camilla	NOUN
12122	nat	nat	VERB
12126	sepolti	sepolti	VERB
12127	elias	Elias	NOUN
12130	frusta	frustare	NOUN
12131	harley	harley	NOUN
12132	occuparsene	occupare si ne	VERB
12134	allan	allan	VERB
12136	licenziarmi	licenziare mi	VERB
12137	ricordatelo	ricordatelo	VERB
12148	batteri	battero	NOUN
12149	lasciarle	lasciare le	VERB
12152	jed	jed	NOUN
12154	trudy	trudy	VERB
12157	orfano	orfano	ADJ
12163	rango	rangoe	NOUN
12167	orale	orale	ADJ
12173	ohh	ohh	VERB
12174	oprah	oprah	ADV
12178	meschino	meschino	ADJ
12181	ugh	ugh	NOUN
12192	disoccupato	disoccupare	NOUN
12193	sorprendentemente	sorprendentemente	ADV
12194	hyde	hydee	NOUN
12197	strettamente	strettamente	ADV
12200	siobhan	siobhan	ADV
12205	trovami	trovamere	VERB
12207	beatles	beatleso	NOUN
12209	riprenderti	riprendere ti	VERB
12215	card	card	NOUN
12217	poppy	poppy	NOUN
12218	raylan	Raylan	VERB
12221	deduco	deduco	VERB
12225	reclute	recluta	NOUN
12226	credera	crederae	NOUN
12227	imbarazzata	imbarazzato	ADJ
12230	inizialmente	inizialmente	ADV
12231	raccontarti	raccontare ti	VERB
12232	interrompo	interrompo	VERB
12233	riprendera	riprenderare	VERB
12236	acustico	acustico	ADJ
12237	equo	equo	ADJ
12238	vestirsi	vestire si	VERB
12239	rod	rod	NOUN
12240	fernando	fernando	VERB
12249	accompagnarti	accompagnare ti	VERB
12253	churchill	churchill	NOUN
12256	bullo	Bullo	NOUN
12258	starne	stare ne	VERB
12259	credessi	credessare	VERB
12262	spock	spock	NOUN
12264	buttalo	buttalo	VERB
12265	margarita	Margarita	NOUN
12266	tarda	tardo	ADJ
12270	tattiche	tattica	ADJ
12272	smetterai	smetterare	VERB
12274	toglierlo	togliere lo	VERB
12278	kayla	Kayla	NOUN
12283	dicevamo	dicevamo	VERB
12284	lurido	lurido	ADJ
12285	combattenti	combattente	NOUN
12287	genitali	genitale	ADJ
12288	bambolina	bambolino	NOUN
12291	thea	thea	NOUN
12297	suggerendo	suggerere	VERB
12301	confusi	confudere	VERB
12302	spregevole	spregevole	ADJ
12305	integrita	integrire	VERB
12310	sugar	sugar	NOUN
12313	verdura	verdurare	NOUN
12317	ss	ss	ADJ
12318	kono	Kono	VERB
12321	boys	boys	NOUN
12322	riprenditi	riprendito	VERB
12323	mannaggia	mannaggia	VERB
12326	trattati	trattato	NOUN
12328	ebbi	ebbi	VERB
12333	polacco	polacco	ADJ
12334	heidi	Heidi	NOUN
12340	otterrai	otterere	VERB
12343	hawk	hawk	NOUN
12345	lavarti	lavare ti	VERB
12349	dutch	dutch	NOUN
12350	best	best	ADJ
12356	consulto	consulto	VERB
12358	innumerevoli	innumerevole	ADJ
12360	trovarle	trovare le	VERB
12362	lavoravi	lavoravo	NOUN
12367	rischiamo	rischare	VERB
12369	riportarti	riportare ti	VERB
12370	talbot	talbot	ADV
12372	marjorie	marjorio	ADJ
12373	rovinarmi	rovinare mi	VERB
12375	funebri	funebri	VERB
12376	sistemarlo	sistemare lo	VERB
12378	appartieni	appartieni	VERB
12382	allegria	allegria	ADJ
12387	remoto	remoto	ADV
12390	riceverai	ricevere ai	VERB
12391	decker	decker	NOUN
12392	springs	springs	NOUN
12393	crederanno	credare	VERB
12398	salvarsi	salvare si	VERB
12399	sharpe	sharpa	NOUN
12402	spente	spente	ADJ
12409	lopez	Lopez	NOUN
12413	carver	carvere	NOUN
12415	riparliamo	riparlere	VERB
12421	coprendo	coprere	VERB
12429	lavarmi	lavare mi	VERB
12433	moya	moya	NOUN
12434	vagamente	vagamente	ADV
12438	presumibilmente	presumibilmente	ADV
12439	cox	cox	NOUN
12444	sinclair	sinclairo	NOUN
12445	rimarremo	rimarremo	VERB
12449	traumi	traume	NOUN
12450	ice	ice	NOUN
12452	len	len	ADV
12454	rimarrò	rimarrò	VERB
12456	amorevole	amorevole	ADJ
12457	pauline	pauline	ADJ
12459	hillary	Hillary	NOUN
12471	firmo	firmo	VERB
12476	protesi	protendere	NOUN
12477	potenzialmente	potenzialmente	ADV
12478	marsh	marsh	NOUN
12480	chambers	chambers	NOUN
12481	intercettato	intercettato	ADJ
12484	asciutto	asciutto	ADJ
12487	trasferisco	trasferisco	VERB
12488	chiarachi	chiaraco	NOUN
12491	raffinato	raffinato	ADJ
