rank	original	lemma	POS	tag
2664	anticipo	anticipo	NOUN	S
2665	lezioni	lezione	NOUN	S
2666	giocando	giocare	VERB	V
2667	rapina	rapina	NOUN	S
2668	cercavo	cercare	VERB	V
2669	parlava	parlare	VERB	V
2670	nazione	nazione	NOUN	S
2671	band	band	NOUN	S
2672	argomento	argomento	NOUN	S
2673	sbagli	sbaglio	NOUN	S
2674	artista	artista	NOUN	S
2675	california	California	PROPN	V
2676	pillole	pillola	NOUN	S
2677	facessi	facere	VERB	V
2678	firmato	firmare	VERB	V
2679	alba	alba	NOUN	S
2680	telecamera	telecamera	NOUN	S
2681	auguri	augurio	NOUN	S
2682	stupidi	stupido	ADJ	A
2683	fase	fase	NOUN	S
2684	abito	abito	NOUN	S
2685	suicidio	suicidio	NOUN	S
2686	uguale	uguale	ADJ	A
2687	julia	Julia	PROPN	SP
2688	preoccupa	preoccupare	VERB	V
2689	meravigliosa	meraviglioso	ADJ	A
2690	ginocchio	ginocchio	NOUN	S
2691	galera	galera	NOUN	S
2692	ride	ridere	VERB	V
2693	alberi	albero	NOUN	S
2694	veloci	veloce	ADJ	A
2695	familiare	familiare	ADJ	A
2696	interessato	interessato	ADJ	A
2697	feste	festa	NOUN	S
2698	troppi	troppo	ADJ	DI
2699	positivo	positivo	ADJ	A
2700	muovetevi	muovetevi	VERB	V_PC
2701	andiamocene	andiamocena	NOUN	S
2702	diamine	diamine	NOUN	S
2703	sparire	sparire	VERB	V
2704	invito	invitare	VERB	V
2705	onesto	onesto	ADJ	A
2706	fuggire	fuggire	VERB	V
2707	portami	portami	VERB	V
2708	punta	puntare	VERB	V
2709	victor	victor	X	SW
2710	tenerlo	tenere lo	VERB	V_PC
2711	università	università	NOUN	S
2712	fortunata	fortunato	ADJ	A
2713	usciamo	uscire	VERB	V
2714	stara	Stara	VERB	V
2715	patrick	patrick	NOUN	S
2716	provarci	provare ci	VERB	V_PC
2717	bosco	Bosco	PROPN	SP
2718	patto	patto	NOUN	S
2719	sale	salire	VERB	V
2720	ovest	ovest	NOUN	S
2721	bestia	bestia	NOUN	S
2722	presenta	presentare	VERB	V
2723	socio	socio	NOUN	S
2724	susan	susan	PROPN	SP
2725	personalmente	personalmente	ADV	B
2726	magazzino	magazzino	NOUN	S
2727	b	b	NOUN	X
2728	commissione	commissione	NOUN	S
2729	coloro	coloro	PRON	PD
2730	sullo	su il	ADP	E_RD
2731	coach	coach	NOUN	S
2732	bastardi	bastardo	NOUN	S
2733	vantaggio	vantaggio	NOUN	S
2734	spese	spesa	NOUN	S
2735	mezzanotte	mezzanotte	NOUN	S
2736	contanti	contante	NOUN	S
2737	morale	morale	ADJ	A
2738	avvocati	avvocato	NOUN	S
2739	caspita	caspitare	VERB	V
2740	tim	tim	X	SW
2741	fallito	fallire	VERB	V
2742	indossare	indossare	VERB	V
2743	occupo	occupo	VERB	V
2744	esperto	esperto	NOUN	S
2745	pensaci	pensare ci	VERB	V_PC
2746	onda	onda	NOUN	S
2747	rendi	rendi	VERB	V
2748	preciso	preciso	ADJ	A
2749	andrebbe	andere	VERB	V
2750	saltato	saltare	VERB	V
2751	fondi	fondo	NOUN	S
2752	firmare	firmare	VERB	V
2753	totalmente	totalmente	ADV	B
2754	incubo	incubo	NOUN	S
2755	babbo	babboo	NOUN	S
2756	fattoria	fattoria	NOUN	S
2757	presenti	presente	ADJ	A
2758	senatore	senatore	NOUN	S
2759	conosciuti	conoscere	ADJ	A
2760	tasca	tasca	NOUN	S
2761	secolo	secolo	NOUN	S
2762	cima	cima	NOUN	S
2763	avendo	avere	VERB	V
2764	corridoio	corridoio	NOUN	S
2765	bersaglio	bersaglio	NOUN	S
2766	parlarmi	parlare mi	VERB	V_PC
2767	vedono	vedere	VERB	V
2768	sorelle	sorella	NOUN	S
2769	chili	chilo	NOUN	S
2770	superare	superare	VERB	V
2771	esistono	esistere	VERB	V
2772	eccellente	eccellente	ADJ	A
2773	originale	originale	ADJ	A
2774	muoverti	muovere ti	VERB	V_PC
2775	stammi	stamma	NOUN	S
2776	sopportare	sopportare	VERB	V
2777	sparito	sparire	VERB	V
2778	probabile	probabile	ADJ	A
2779	lasciala	Lasciala	VERB	V_PC
2780	credono	credere	VERB	V
2781	jones	Jones	NOUN	S
2782	km	chilometro	NOUN	S
2783	n	n	X	X
2784	greg	greg	PROPN	S
2785	riposo	riposo	NOUN	S
2786	indovina	indovinare	VERB	V
2787	diverte	divertire	VERB	V
2788	esterno	esterno	NOUN	S
2789	stan	stan	VERB	V
2790	muovere	muovere	VERB	V
2791	smith	smith	PROPN	SP
2792	concerto	concerto	NOUN	S
2793	yo	yo	NOUN	SW
2794	buttato	buttare	VERB	V
2795	clinica	clinica	NOUN	S
2796	champagne	champagna	NOUN	S
2797	maestà	maestà	NOUN	S
2798	episodi	episodio	NOUN	S
2799	sir	sir	PROPN	SP
2800	troverai	trovere ai	VERB	V_PC
2801	tecnologia	tecnologia	NOUN	S
2802	scappa	scappare	VERB	V
2803	firma	firma	NOUN	S
2804	americana	americano	ADJ	A
2805	oliver	oliver	NOUN	S
2806	calmi	calmi	VERB	A
2807	riposare	riposare	VERB	V
2808	furto	furto	NOUN	S
2809	vendita	venditare	NOUN	S
2810	togliti	toglire	VERB	V
2811	dormi	dormire	VERB	V
2812	criminali	criminale	NOUN	S
2813	carcere	carcere	NOUN	S
2814	voto	voto	NOUN	S
2815	rock	rock	NOUN	S
2816	tyler	tyler	PROPN	SP
2817	arthur	arthuro	NOUN	S
2818	tomba	tomba	NOUN	S
2819	legame	legame	NOUN	S
2820	mostrare	mostrare	VERB	V
2821	mancanza	mancanza	NOUN	S
2822	single	singlee	ADJ	A
2823	materiale	materiale	NOUN	S
2824	facesse	facere	VERB	V
2825	ln	Ln	ADP	NO
2826	superato	superare	VERB	V
2827	passeggiata	passeggiata	NOUN	S
2828	impazzire	impazzire	VERB	V
2829	amen	amen	ADV	V
2830	lasciarlo	lasciare lo	VERB	V_PC
2831	opportunità	opportunità	NOUN	S
2832	causato	causare	VERB	V
2833	lasciarti	lasciare ti	VERB	V_PC
2834	follia	follia	NOUN	S
2835	attività	attività	NOUN	S
2836	dirvi	dire vi	VERB	V_PC
2837	messi	mettere	VERB	V
2838	trovarti	trovare ti	VERB	V_PC
2839	divertiti	divertire	VERB	V
2840	leader	leader	NOUN	S
2841	football	football	NOUN	S
2842	unità	unità	NOUN	S
2843	personali	personale	ADJ	A
2844	charlotte	charlotte	ADJ	A
2845	supporto	supporto	NOUN	S
2846	tratti	trattare	VERB	V
2847	medicine	medicina	NOUN	S
2848	derek	derek	X	S
2849	giornalista	giornalista	NOUN	S
2850	dorme	dormire	VERB	V
2851	scala	scala	NOUN	S
2852	aiutarvi	aiutare vi	VERB	V_PC
2853	opportunita	opportunita	NOUN	S
2854	scienza	scienza	NOUN	S
2855	costume	costume	NOUN	S
2856	rompere	rompere	VERB	V
2857	pò	pò	ADV	B
2858	scendi	scendi	VERB	V
2859	episode	episode	NOUN	S
2860	sembro	sembro	NOUN	S
2861	uccide	uccidere	VERB	V
2862	rischi	rischio	NOUN	S
2863	conseguenze	conseguenza	NOUN	S
2864	passione	passione	NOUN	S
2865	cercate	cercare	VERB	V
2866	olivia	olivia	PROPN	SP
2867	autista	autista	NOUN	S
2868	d	d	ADP	E
2869	essermi	essere mi	VERB	VA_PC
2870	terry	terry	NOUN	S
2871	coscienza	coscienza	NOUN	S
2872	discussione	discussione	NOUN	S
2873	beccato	beccare	VERB	V
2874	profilo	profilo	NOUN	S
2875	prete	prete	NOUN	S
2876	sinceramente	sinceramente	ADV	B
2877	vorremmo	vorremmo	VERB	VM
2878	elena	elena	PROPN	SP
2879	gusto	gusto	NOUN	S
2880	compiti	compito	NOUN	S
2881	ross	ross	VERB	V
2882	europa	Europa	PROPN	SP
2883	esca	ere	VERB	V
2884	tunnel	tunnel	NOUN	S
2885	attivita	attivita	NOUN	S
2886	season	season	PROPN	SP
2887	cercano	cercare	VERB	V
2888	assicurazione	assicurazione	NOUN	S
2889	foresta	foresta	NOUN	S
2890	robin	Robin	PROPN	SP
2891	ucciderti	uccidere ti	VERB	V_PC
2892	permette	permettere	VERB	V
2893	mappa	mappa	NOUN	S
2894	palco	palco	NOUN	S
2895	lieto	lieto	ADJ	A
2896	confuso	confuso	ADJ	V
2897	manchi	mancare	VERB	V
2898	filo	filo	NOUN	S
2899	ripeto	ripetere	VERB	V
2900	portarla	portare la	VERB	V_PC
2901	howard	howard	PROPN	SP
2902	trattato	trattare	VERB	V
2903	certi	certo	ADJ	DI
2904	gioca	giocare	VERB	V
2905	figurati	figurare	VERB	V
2906	helen	helen	PROPN	SP
2907	fabbrica	fabbrica	NOUN	S
2908	federale	federale	ADJ	A
2909	cieco	cieco	ADJ	A
2910	responsabilità	responsabilità	NOUN	S
2911	messico	Messico	ADJ	A
2912	lancio	lancio	NOUN	S
2913	titolo	titolo	NOUN	S
2914	motivi	motivo	NOUN	S
2915	assegno	assegno	NOUN	S
2916	tornerà	tornare	VERB	V
2917	tizi	tizio	NOUN	S
2918	belli	bello	ADJ	A
2919	van	Van	X	SW
2920	grazia	grazia	NOUN	S
2921	red	red	NOUN	S
2922	dicessi	dicessare	VERB	V
2923	conosceva	conoscere	VERB	V
2924	sufficiente	sufficiente	ADJ	A
2925	oscar	oscar	NOUN	S
2926	farete	farere	VERB	V
2927	calci	calca	NOUN	S
2928	egli	egli	PRON	PE
2929	istante	istante	NOUN	S
2930	pene	pena	NOUN	S
2931	amare	amare	VERB	V
2932	lasciar	lasciare	VERB	V
2933	sorta	sorgere	VERB	V
2934	sincero	sincero	ADJ	A
2935	ammettere	ammettere	VERB	V
2936	retta	retta	NOUN	S
2937	veda	vedere	VERB	V
2938	pulire	pulire	VERB	V
2939	uscendo	uscere	VERB	V
2940	tempesta	tempesta	NOUN	S
2941	penny	penny	NOUN	S
2942	chiamiamo	chiamare	VERB	V
2943	vice	vice	ADJ	A
2944	rebecca	rebecca	NOUN	S
2945	trovano	trovare	VERB	V
2946	difficili	difficile	ADJ	A
2947	crediamo	credere	VERB	V
2948	jeremy	Jeremy	PROPN	SP
2949	maschera	maschera	NOUN	S
2950	visione	visione	NOUN	S
2951	cominciamo	comincere	VERB	V
2952	nata	nascere	VERB	V
2953	jo	jo	PROPN	SP
2954	reazione	reazione	NOUN	S
2955	cattivi	cattivo	NOUN	S
2956	dormendo	dormere	VERB	V
2957	eccomi	eccomi	VERB	V
2958	regali	regalo	NOUN	S
2959	sapesse	sapere	VERB	V
2960	oggetto	oggetto	NOUN	S
2961	jay	jay	NOUN	S
2962	vivono	vivere	VERB	V
2963	esco	escare	VERB	V
2964	jordan	Jordan	PROPN	SP
2965	west	West	NOUN	S
2966	sport	sport	NOUN	S
2967	vederci	vedere ci	VERB	V_PC
2968	sfortunatamente	sfortunatamente	ADV	B
2969	contatti	contatto	NOUN	S
2970	prendono	prendere	VERB	V
2971	sezione	sezione	NOUN	S
2972	my	my	X	SW
2973	onestamente	onestamente	ADV	B
2974	segreta	segreto	ADJ	A
2975	ascensore	ascensore	NOUN	S
2976	furono	essere	VERB	VA
2977	miglia	miglio	NOUN	S
2978	rifugio	rifugio	NOUN	S
2979	casey	casey	NOUN	S
2980	fiero	fiero	ADJ	A
2981	spalla	spallo	ADJ	A
2982	all	all	ADP	E_RD
2983	rischiare	rischiare	VERB	V
2984	profumo	profumo	NOUN	S
2985	coincidenza	coincidenza	NOUN	S
2986	portarmi	portare mi	VERB	V_PC
2987	alcol	alcol	NOUN	S
2988	ricevere	ricevere	VERB	V
2989	inventato	inventare	VERB	V
2990	impegno	impegno	NOUN	S
2991	brutte	brutto	ADJ	A
2992	zucchero	zucchero	NOUN	S
2993	chiedermi	chiedere mi	VERB	V_PC
2994	giudizio	giudizio	NOUN	S
2995	spari	spario	NOUN	S
2996	pochino	pochare	ADV	B
2997	personaggio	personaggio	NOUN	S
2998	lacrime	lacrima	NOUN	S
2999	esami	esame	NOUN	S
3000	conoscevo	conoscere	VERB	V
3001	crimini	crimine	NOUN	S
3002	usi	uso	NOUN	S
3003	scemo	scemo	VERB	V
3004	reparto	reparto	NOUN	S
3005	usata	usare	VERB	V
3006	pazzesco	pazzesco	ADJ	A
3007	corda	Corda	NOUN	S
3008	benzina	benzinare	NOUN	S
3009	dissi	dissi	VERB	V
3010	rick	ricko	NOUN	S
3011	creatura	creatura	NOUN	S
3012	fumare	fumare	VERB	V
3013	pulita	pulito	ADJ	A
3014	king	King	NOUN	SP
3015	vincent	Vincent	X	SW
3016	raccontare	raccontare	VERB	V
3017	ambiente	ambiente	NOUN	S
3018	beth	Beth	PROPN	SP
3019	fidi	fidare	VERB	V
3020	capite	capite	ADJ	A
3021	canzoni	canzone	NOUN	S
3022	quant'	quant	DET	PD
3023	garage	garage	NOUN	S
3024	spiegazione	spiegazione	NOUN	S
3025	disposto	disporre	VERB	V
3026	lascero	lascero	VERB	V
3027	andrew	Andrew	VERB	V
3028	proviamo	provare	VERB	V
3029	sara'	Sara	VERB	V
3030	confine	confine	NOUN	S
3031	propri	proprio	DET	PP
3032	significato	significare	NOUN	S
3033	letteralmente	letteralmente	ADV	B
3034	oggetti	oggetto	NOUN	S
3035	ione	ione	NOUN	S
3036	televisione	televisione	NOUN	S
3037	frankie	frankie	VERB	V_PC
3038	baseball	baseball	NOUN	S
3039	sociale	sociale	ADJ	A
3040	professor	professore	NOUN	S
3041	struttura	struttura	NOUN	S
3042	accusato	accusare	VERB	V
3043	prendero	prenderare	VERB	V
3044	disgustoso	disgustoso	ADJ	A
3045	specchio	specchio	NOUN	S
3046	venerdi	venerdo	NOUN	S
3047	butta	buttare	VERB	V
3048	perdonami	perdonami	VERB	S
3049	dosso	dosso	NOUN	S
3050	cambiamento	cambiamento	NOUN	S
3051	svegliato	svegliare	VERB	V
3052	proprieta	proprieta	NOUN	S
3053	venisse	venire	VERB	VA
3054	reputazione	reputazione	NOUN	S
3055	partenza	partenza	NOUN	S
3056	hannah	hannah	PROPN	SP
3057	punizione	punizione	NOUN	S
3058	conviene	convenere	VERB	V
3059	jamie	Jamie	ADJ	S
3060	navi	nave	NOUN	S
3061	organizzare	organizzare	VERB	V
3062	portiamo	portare	VERB	V
3063	uccelli	uccello	NOUN	S
3064	fico	fico	NOUN	S
3065	influenza	influenza	NOUN	S
3066	tedesco	tedesco	ADJ	A
3067	dodici	dodici	NUM	N
3068	marcus	marcus	PROPN	SP
3069	joey	Joey	PROPN	SP
3070	nascita	nascita	NOUN	S
3071	scambio	scambio	NOUN	S
3072	distretto	distretto	NOUN	S
3073	fiera	Fiera	NOUN	S
3074	incontri	incontro	NOUN	S
3075	palestra	palestra	NOUN	S
3076	direbbe	diere	VERB	V
3077	inviato	inviare	VERB	S
3078	universita	universito	NOUN	S
3079	angela	Angela	X	SW
3080	illegale	illegale	ADJ	A
3081	man	man	NOUN	S
3082	on	on	NOUN	S
3083	big	big	NOUN	S
3084	bruce	Bruce	PROPN	SP
3085	starà	stare	VERB	V
3086	perde	perdere	VERB	V
3087	piacevole	piacevole	ADJ	A
3088	oceano	oceano	NOUN	S
3089	tagliare	tagliare	VERB	V
3090	servire	servire	VERB	V
3091	chiederle	chiedere le	VERB	V_PC
3092	cioccolato	cioccolare	NOUN	S
3093	farli	fare li	VERB	V_PC
3094	seduti	sedere	VERB	V
3095	preferita	preferire	VERB	V
3096	rovinare	rovinare	VERB	V
3097	decisioni	decisione	NOUN	S
3098	previsto	prevedere	VERB	V
3099	talmente	talmente	ADV	B
3100	ricky	ricky	NOUN	S
3101	urlare	urlare	VERB	V
3102	dolcezza	dolcezza	NOUN	S
3103	pubblica	pubblicare	ADJ	A
3104	esserne	essere ne	VERB	VA_PC
3105	huh	huh	DET	DI
3106	documento	documento	NOUN	S
3107	desidera	desiderare	VERB	V
3108	um	um	PRON	RD
3109	ricchi	ricco	ADJ	A
3110	soffrire	soffrire	VERB	V
3111	labbra	labbro	NOUN	S
3112	controlli	controllo	NOUN	S
3113	stronzi	stronzio	NOUN	S
3114	mangi	mangare	VERB	V
3115	superiori	superiore	ADJ	A
3116	potrò	potrò	VERB	VM
3117	risorse	risorsa	NOUN	S
3118	ethan	ethan	NOUN	SP
3119	jackie	Jackie	NOUN	S
3120	biblioteca	biblioteca	NOUN	S
3121	tornerò	tornerò	VERB	V
3122	settore	settore	NOUN	S
3123	robot	robot	NOUN	S
3124	canta	cantare	VERB	V
3125	cooper	cooper	NOUN	S
3126	portano	portare	VERB	V
3127	veleno	veleno	NOUN	S
3128	ufficialmente	ufficialmente	ADV	B
3129	diario	Diario	NOUN	S
3130	continuate	continuare	VERB	V
3131	proprietà	proprietà	NOUN	S
3132	uguali	uguale	ADJ	A
3133	spiega	spiegare	VERB	V
3134	adulti	adulto	ADJ	A
3135	aprite	aprire	VERB	V
3136	stiano	stiano	VERB	VA
3137	salvo	salvo	ADJ	A
3138	jesse	Jesse	ADJ	SP
3139	studi	studio	NOUN	S
3140	offesa	offesa	NOUN	S
3141	online	online	NOUN	S
3142	legato	legare	VERB	V
3143	fred	fred	NOUN	S
3144	metterci	mettere ci	VERB	V_PC
3145	incontrati	incontrare	VERB	V
3146	incarico	incarico	NOUN	S
3147	ricominciare	ricominciare	VERB	V
3148	troppa	troppo	DET	DI
3149	inverno	inverno	NOUN	S
3150	agio	agio	ADJ	A
3151	maglietta	maglietta	NOUN	S
3152	facevano	fare	VERB	V
3153	orgoglioso	orgoglioso	ADJ	A
3154	impazzito	impazzire	VERB	V
3155	recuperare	recuperare	VERB	V
3156	organizzazione	organizzazione	NOUN	S
3157	frase	frase	NOUN	S
3158	emozioni	emozione	NOUN	S
3159	jessica	Jessica	PROPN	SP
3160	esplodere	esplodere	VERB	V
3161	civile	civile	ADJ	A
3162	betty	Betty	NOUN	A
3163	biscotti	biscotto	NOUN	S
3164	julie	Julie	PROPN	SP
3165	guadagnare	guadagnare	VERB	V
3166	attore	attore	NOUN	S
3167	vecchie	vecchio	ADJ	A
3168	aiutatemi	aiutatemi	VERB	V_PC
3169	sigaretta	sigaretta	NOUN	S
3170	grasso	grasso	NOUN	S
3171	gradi	grado	NOUN	S
3172	amava	amare	VERB	V
3173	pago	pago	ADJ	A
3174	verrai	verrai	VERB	V_PC
3175	umore	umore	NOUN	S
3176	mondiale	mondiale	ADJ	A
3177	rapito	rapire	VERB	V
3178	ragazzini	ragazzino	NOUN	S
3179	avreste	avreste	VERB	V
3180	parlargli	parlarge li	VERB	V_PC
3181	accada	accada	VERB	V
3182	levati	levare	VERB	V
3183	convincere	convincere	VERB	V
3184	condividere	condividere	VERB	V
3185	riso	riso	NOUN	S
3186	russo	russo	ADJ	A
3187	consegna	consegna	NOUN	S
3188	finiti	finire	VERB	V
3189	relazioni	relazione	NOUN	S
3190	colpire	colpire	VERB	V
3191	legno	legno	NOUN	S
3192	doc	doc	NOUN	S
3193	eventi	evento	NOUN	S
3194	cercava	cercare	VERB	V
3195	ferro	ferro	NOUN	S
3196	dolci	dolce	ADJ	S
3197	abiti	abito	NOUN	S
3198	studente	studente	NOUN	S
3199	dottori	dottore	NOUN	S
3200	mac	mac	NOUN	SP
3201	aiutarlo	aiutare lo	VERB	V_PC
3202	poveri	povero	ADJ	A
3203	divertendo	divertere	VERB	V
3204	raggio	raggio	NOUN	S
3205	scientifica	scientifico	ADJ	A
3206	marty	Marty	PRON	SP
3207	raggiunto	raggiungere	VERB	V
3208	resistenza	resistenza	NOUN	S
3209	partecipare	partecipare	VERB	V
3210	disponibile	disponibile	ADJ	A
3211	estremamente	estremamente	ADV	B
3212	aspettano	aspettare	VERB	V
3213	richiamo	richiamo	NOUN	S
3214	agire	agire	VERB	V
3215	cerimonia	cerimonia	NOUN	S
3216	fegato	fegato	NOUN	S
3217	stretto	stretto	ADJ	A
3218	torre	torrere	NOUN	S
3219	pessima	pessima	ADJ	NO
3220	imbarazzo	imbarazzo	NOUN	S
3221	todd	todd	VERB	V_PC
3222	sfida	sfidare	NOUN	S
3223	aiutando	aiutare	VERB	V
3224	fermata	fermare	NOUN	S
3225	prenderemo	prendere	VERB	V
3226	cole	cola	NOUN	S
3227	indagini	indagine	NOUN	S
3228	porno	porno	ADV	PD
3229	professionale	professionale	ADJ	A
3230	stop	stop	NOUN	S
3231	doug	doug	ADJ	V_PC
3232	fredda	freddo	ADJ	A
3233	adatto	adatto	ADJ	A
3234	prime	primo	ADJ	NO
3235	dille	dille	VERB	V
3236	strane	strano	ADJ	A
3237	brillante	brillante	ADJ	A
3238	potevamo	potere	VERB	VM
3239	droghe	droga	NOUN	S
3240	sieda	siedere	VERB	V
3241	grida	gridare	VERB	V
3242	orso	orso	NOUN	S
3243	darsi	dare si	VERB	V_PC
3244	istinto	istinto	NOUN	S
3245	vegas	vegas	NOUN	SW
3246	dubbi	dubbio	NOUN	S
3247	lascerò	Lascerò	VERB	V
3248	harvey	Harvey	NOUN	SP
3249	dì	dire	VERB	V
3250	eva	eva	PROPN	SP
3251	tornera	tornerare	NOUN	V
3252	chiacchiere	chiacchiera	NOUN	S
3253	figura	figurare	VERB	S
3254	scoprirlo	scoprire lo	VERB	V_PC
3255	maledetta	maledetto	ADJ	A
3256	deserto	deserto	ADJ	A
3257	golf	golf	NOUN	S
3258	mando	mandere	VERB	V
3259	ringraziamento	ringraziamento	NOUN	S
3260	ricordati	ricordare ti	VERB	V_PC
3261	fantasmi	fantasma	NOUN	S
3262	staro	Staro	VERB	V
3263	blocco	blocco	NOUN	S
3264	considerato	considerare	VERB	V
3265	dovrete	dovere	VERB	VM
3266	metro	metro	NOUN	S
3267	inizi	inizio	NOUN	S
3268	splendida	splendido	ADJ	A
3269	gliene	glieno	VERB	V_PC_PC
3270	intanto	intanto	ADV	B
3271	dovuta	dovere	VERB	V
3272	diventi	diventare	VERB	V
3273	cio'	cio	PRON	S
3274	cammina	camminare	VERB	V
3275	prenderò	prendeere	VERB	V
3276	alti	alto	ADJ	A
3277	progetti	progetto	NOUN	S
3278	zombie	zombie	NOUN	SW
3279	grossi	grosso	ADJ	A
3280	ammazzo	ammazzare	VERB	V
3281	prodotto	produrre	VERB	S
3282	pensavamo	pensare	VERB	V
3283	fingere	fingere	VERB	V
3284	prendilo	prendie lo	VERB	V_PC
3285	succeda	succedere	VERB	V
3286	quadro	quadro	NOUN	S
3287	circostanze	circostanza	NOUN	S
3288	lassù	lassù	ADV	B
3289	benvenuta	benvenuto	ADJ	A
3290	las	le as	PRON	PE
3291	presentato	presentare	VERB	V
3292	aperti	aperto	ADJ	A
3293	preside	preside	NOUN	S
3294	crudele	crudele	ADJ	A
3295	becco	becco	NOUN	S
3296	parleremo	parlare	VERB	V
3297	esseri	essere	NOUN	S
3298	delitto	delitto	NOUN	S
3299	catherine	catherina	NOUN	S
3300	linda	linda	VERB	SP
3301	febbre	febbre	NOUN	S
3302	owen	owen	NOUN	S
3303	rossi	Rossi	PROPN	SP
3304	sentirlo	sentire lo	VERB	V_PC
3305	averci	avere ci	VERB	VA_PC
3306	spinto	spingere	VERB	V
3307	armadio	armadio	NOUN	S
3308	battere	battere	VERB	V
3309	olio	olio	NOUN	S
3310	it	it	PUNCT	FF
3311	mutande	mutanda	NOUN	S
3312	gordon	gordon	PROPN	SP
3313	sally	sally	NOUN	S
3314	professionista	professionista	NOUN	S
3315	arriviamo	arrivare	VERB	V
3316	rinforzi	rinforzo	NOUN	S
3317	notti	notte	NOUN	S
3318	parlate	parlare	VERB	V
3319	katie	Katie	PROPN	SP
3320	capirlo	capire lo	VERB	V_PC
3321	cina	Cina	PROPN	SP
3322	aggressione	aggressione	NOUN	S
3323	mangio	mangiare	VERB	V
3324	vetro	vetro	NOUN	S
3325	falla	falla	NOUN	S
3326	sistemato	sistemare	VERB	V
3327	miller	Miller	NOUN	S
3328	lucas	Lucas	PROPN	SP
3329	racconti	racconto	NOUN	S
3330	stupendo	stupere	VERB	V
3331	elicottero	elicottero	NOUN	S
3332	consigli	consiglio	NOUN	S
3333	mistero	mistero	NOUN	S
3334	cadaveri	cadavere	NOUN	S
3335	nastro	nastro	NOUN	S
3336	black	black	NOUN	S
3337	gigante	gigante	NOUN	S
3338	datemi	datemi	VERB	V
3339	negativo	negativo	ADJ	A
3340	resistere	resistere	VERB	V
3341	giocato	giocare	VERB	V
3342	chiara	chiaro	ADJ	A
3343	penna	penna	NOUN	S
3344	johnson	Johnson	PROPN	SP
3345	jess	jess	NOUN	S
3346	parker	parker	PROPN	SP
3347	prenditi	prendire	VERB	V
3348	cameriera	cameriera	NOUN	S
3349	dannata	dannata	NOUN	S
3350	teste	testa	NOUN	S
3351	viviamo	vivare	VERB	V
3352	condizione	condizione	NOUN	S
3353	miliardi	miliardo	NOUN	S
3354	alibi	alibi	NOUN	S
3355	assassini	assassino	NOUN	S
3356	fortunati	fortunato	ADJ	A
3357	poterlo	potere lo	VERB	VM_PC
3358	u	u	ADP	E
3359	disco	disco	NOUN	S
3360	shawn	shawn	NOUN	S
3361	moltissimo	molto	ADV	B
3362	prendersi	prendere si	VERB	V_PC
3363	offro	offrore	VERB	V
3364	cresciuta	crescere	VERB	V
3365	tornero	tornero	VERB	SP
3366	caroline	carolina	ADJ	SP
3367	valigia	valigia	NOUN	S
3368	smettetela	smettetele	VERB	V
3369	house	house	NOUN	S
3370	coda	coda	NOUN	S
3371	fidarti	fidare ti	VERB	V_PC
3372	urgente	urgente	ADJ	A
3373	el	el	PRON	SP
3374	pistole	pistola	NOUN	S
3375	potro	potro	VERB	VM
3376	rifiutato	rifiutare	VERB	V
3377	funzioni	funzione	NOUN	S
3378	corretto	correggere	VERB	V
3379	tratto	trarre	VERB	V
3380	rivederti	rivedere ti	VERB	V_PC
3381	cassetta	cassetta	NOUN	S
3382	improvvisamente	improvviso	ADV	B
3383	chieda	chiedere	VERB	V
3384	sottofondo	sottofondo	NOUN	S
3385	sistemi	sistema	NOUN	S
3386	mettono	mettere	VERB	V
3387	russi	russo	NOUN	S
3388	splendido	splendido	ADJ	A
3389	giri	giro	NOUN	S
3390	lontani	lontano	ADJ	A
3391	tedeschi	tedesco	ADJ	A
3392	normali	normale	ADJ	A
3393	litigare	litigare	VERB	V
3394	percorso	percorrere	VERB	V
3395	battute	battuta	NOUN	S
3396	confronti	confronto	NOUN	S
3397	prigionieri	prigioniero	NOUN	S
3398	germania	Germania	PROPN	SP
3399	vere	vero	ADJ	A
3400	carlos	Carlos	X	S
3401	synch	synch	NOUN	S
3402	connor	connor	VERB	V
3403	tour	tour	NOUN	S
3404	puttane	puttane	NOUN	S
3405	giovanotto	giovanurre	NOUN	S
3406	velocità	velocità	NOUN	S
3407	marcia	marcia	NOUN	S
3408	orario	orario	NOUN	S
3409	steven	steven	NOUN	S
3410	commissario	commissario	NOUN	S
3411	scappata	scappare	VERB	V
3412	deluso	deluso	ADJ	A
3413	ditemi	ditemi	VERB	V_PC
3414	ian	ian	PROPN	SP
3415	federali	federale	ADJ	A
3416	completa	completo	ADJ	A
3417	saggio	saggio	NOUN	S
3418	avevate	avevate	VERB	V
3419	antonio	Antonio	PROPN	SP
3420	wilson	Wilson	PROPN	SP
3421	sposarmi	sposare mi	VERB	V_PC
3422	miele	miele	NOUN	S
3423	romantico	romantico	ADJ	A
3424	fregato	fregare	VERB	V
3425	marco	Marco	PRON	SW
3426	texas	Texas	PROPN	SP
3427	conferenza	conferenza	NOUN	S
3428	straordinario	straordinario	NOUN	S
3429	sciocco	sciocco	ADJ	A
3430	tecnicamente	tecnicamente	ADV	B
3431	prigioniero	prigioniero	ADJ	A
3432	finto	finto	ADJ	V
3433	noioso	noioso	ADJ	A
3434	accetto	accettare	VERB	V
3435	justin	Justin	NOUN	S
3436	folla	folla	NOUN	S
3437	stress	stress	NOUN	S
